author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"美国之音","美国之音","","/Users/zxy/Calibre Library/Mei Guo Zhi Yin/Chuan Yue 1945----Ji Nian Kang Zhan Sheng Li 70Nian Fang Tan Ji Shi (Xia ) (47)/cover.jpg","2020-11-02T13:09:06+08:00","pdf","","47","","","Calibre Library","2016-01-07T03:41:27+08:00","","","","1.0","16274348","","穿越1945——纪念抗战胜利70年访谈纪实（下）","穿越1945——纪念抗战胜利70年访谈纪实（下）","","0a1ef5f9-2e6f-4116-8570-534cf24853cd"
"ibm","ibm","","/Users/zxy/Calibre Library/ibm/A Er Bo Te _Xi Dun _Su De Zhan Zheng ,1941~1945 (48)/cover.jpg","2020-11-02T13:09:06+08:00","pdf, txt","","48","","","Calibre Library","2007-01-04T16:15:11+08:00","","","","1.0","2282512","","阿尔伯特·西顿：苏德战争，1941~1945","阿尔伯特·西顿：苏德战争，1941~1945","","48f6d97f-3e9a-41ee-b98a-019fb85c32ab"
"Churchill, Winston S.","Winston S. Churchill","","/Users/zxy/Calibre Library/Winston S. Churchill/The World Crisis, Vol. 1 (Winston Churchill's World Crisis Collection) (49)/cover.jpg","2020-11-02T13:09:07+08:00","mobi","9780795331305","49","isbn:9780795331305,mobi-asin:75437f1a-d085-4e8e-80e7-5e5ef168970a","eng","Calibre Library","2013-09-23T15:00:00+08:00","RosettaBooks","","","1.0","3661566","","The World Crisis, Vol. 1 (Winston Churchill's World Crisis Collection)","World Crisis, Vol. 1 (Winston Churchill's World Crisis Collection), The","","aa62b6e7-7c14-406e-bfce-80b04eb84e3c"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Tai Rui _Di Li _Luan Qi Ba Zao De Di Yi Ci Shi Jie Da Zhan  (Sao Miao Ban ) (50)/cover.jpg","2020-11-02T13:09:10+08:00","pdf, txt","","50","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","4820537","","泰瑞·狄利：乱七八糟的第一次世界大战 (扫描版)","泰瑞·狄利：乱七八糟的第一次世界大战 (扫描版)","","92c9181b-6b73-4def-aede-f30974aa4f8a"
"温斯顿.丘吉尔","温斯顿.丘吉尔","第二次世界大战是人类有史以来规模最大的战争，无论是战火波及的区域、直接或间接参与的国家、生命财产的损失等，没有其他的战争堪与比拟。其所造成的冲击与影响，更是全面而深远，值得我们加以关注、省思。 　　在汗牛充栋的第二次世界大战史的著作中，李德哈特的这本书无疑是其中最具通盘关照的权威作品之一。作者凭藉着个人的军事经历、丰富的资料文件、当事人的访谈记录，集22年之功才完成这部巨著。本书对历时6年的二战中大小战役均有翔实的叙述，铺陈详尽。此外，作者更对此段历史作冷静、客观的分析与思考。人们常说“历史是一面镜子”，本书能使读者鉴往知今，历史的真实在今天依然有警醒意义。","/Users/zxy/Calibre Library/Wen Si Dun .Qiu Ji Er/Di Er Ci Shi Jie Da Zhan Hui Yi Lu (51)/cover.jpg","2020-11-02T13:09:15+08:00","chm, epub, mobi, pdf, zip","","51","mobi-asin:8b37462f-234b-42a8-8988-505cdff16892","zho","Calibre Library","2011-01-23T00:00:00+08:00","epub掌上书苑","","","1.0","19185889","历史","第二次世界大战回忆录","第二次世界大战回忆录","","47076025-8853-44d7-a1e0-b5194c90b7f9"
"凯撒","凯撒","","/Users/zxy/Calibre Library/Kai Sa/Gao Lu Zhan Ji (52)/cover.jpg","2020-11-02T13:09:23+08:00","mobi, pdf, txt, zip","","52","","zho","Calibre Library","2011-05-06T00:00:00+08:00","epub掌上书苑","","","1.0","5756862","历史军事","高卢战记","高卢战记","","dfd7045c-4af8-4f4d-b982-58c175e44248"
"（英）约翰斯，（英）怀特著","（英）约翰斯，（英）怀特著","","/Users/zxy/Calibre Library/(Ying )Yue Han Si ,(Ying )Huai Te Zhu/Jian Shi Qiang Xie Jian Shang Zhi Nan  Dian Cang Ban (53)/cover.jpg","2020-11-02T13:09:27+08:00","pdf","","53","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","62290305","","简氏枪械鉴赏指南 典藏版","简氏枪械鉴赏指南 典藏版","","7360e1f1-8809-4c46-bbed-14b55d3c0c64"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Di 3Juan (54)/cover.jpg","2020-11-02T13:09:28+08:00","pdf","","54","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","13145735","","第3卷","第3卷","","5f8e8a70-b26d-486a-857f-10712f8d00f9"
"Arrian","Arrian","","/Users/zxy/Calibre Library/Arrian/The Anabasis of Alexander _ or, The History of the Wars and Conquests of Alexander the Great (55)/cover.jpg","2020-11-02T13:09:28+08:00","epub, pdf, txt","","55","uri:http://www.gutenberg.org/ebooks/46976","eng","Calibre Library","2014-09-27T00:00:00+08:00","","","","1.0","3115614","Alexander, the Great, 356-323 B.C., Iran -- History -- To 640, India -- History -- To 324 B.C.","The Anabasis of Alexander / or, The History of the Wars and Conquests of Alexander the Great","Anabasis of Alexander / or, The History of the Wars and Conquests of Alexander the Great, The","","a2abb28f-59f4-4988-b0e9-f12e7b1085bd"
"富勒","富勒","本书为当代战史大师富勒将军的传世之作。作者穷30年之工,成就了这部卷帙浩繁的西方战争通史。全书以西方历史上的决定性会战为主结构,详细描述了其经过与影响,同时以大事记串联各会战间的政治发展与战争的由来。会战各章好像海浪的高峰,而大事纪则像其间所夹着的低谷。这样高低起伏就形成了3500年的战争史。   
本书共分三卷。第一卷:从萨拉米斯会战到勒班陀会战;第二卷:从西班牙无敌舰队失败到滑铁卢会战;第三卷:从南北战争到第二次世界大战。洋洋巨观,费字160万,被公认为西方军事通史上的典范巨著。  
作者简介   
约翰·弗雷德里克·查尔斯·富勒,1878-1966,英国将军,军事历史学家,军事理论家,机械化战争理论的创始人之一。出生于奇切斯特。1899年开始服役,参加过英布战争;第一次世界大虞中随英国远征军赴法国参战;1916年担任坦克军参谋长;1917年在康布雷之战中使用坦克获得成功,1918年在拟制《1919年计划》时提出了建立和使用机械化军队的新观点;1922年任央国坎伯利参谋学院主任教官司;1926年任英帝国陆军总参谋长军事助理;1929年任旅长;1930年晋升为陆军少将;1933年退役。   
此后,富勒出任伦敦《每日邮报》记者,并长期致力于军事历史研究和军事理论著述,富勒一生出版有 45部军事著作,其中不少被英国陆军军事学院列为经典著作或选作教科书;他的很多著作还被翻译成多种文字,在世界范围内广为流传。   
1963年,富勒获颁英国三军学会的最高荣誉奖章。   
1966年,富勒逝世,享年88岁。
","/Users/zxy/Calibre Library/Fu Le/Xi Yang Shi Jie Jun Shi Shi (56)/cover.jpg","2020-11-02T13:09:29+08:00","epub, pdf","","56","mobi-asin:0346bf60-ee3c-41c3-9550-a50785a4abf4","zho","Calibre Library","2011-09-23T00:00:00+08:00","epub掌上书苑","","","1.0","26409023","本书来源于网络, 整理转载于《爱书公寓》, 仅用于学习交流。http://geshengyijiu.uusq.net, 历史","西洋世界军事史","西洋世界军事史","","513fdcc1-1d3e-4e4a-b5c7-3c605d84277c"
"卡尔•冯•克劳塞维茨","卡尔•冯•克劳塞维茨","","/Users/zxy/Calibre Library/Qia Er _Feng _Ke Lao Sai Wei Ci/Zhan Zheng Lun (57)/cover.jpg","2020-11-02T13:09:30+08:00","epub, pdf","9787544729413","57","isbn:9787544729413","zho","Calibre Library","2012-06-01T00:00:00+08:00","译林出版社","","","1.0","39269984","Development of air power","战争论","战争论","","930b677f-30a4-4c19-bee5-7518ea749506"
"未知","格雷厄姆•普里斯特","","/Users/zxy/Calibre Library/Ge Lei E Mu _Pu Li Si Te/Niu Jin Tong Shi Du Ben _Jian Ming Luo Ji Xue (58)/cover.jpg","2020-11-02T13:09:30+08:00","azw3, epub, mobi, pdf","9787544729833","58","isbn:9787544729833,mobi-asin:B00I2KOESO","zho","Calibre Library","2013-05-01T00:00:00+08:00","","","牛津通识读本","29.0","27521455","","牛津通识读本：简明逻辑学","牛津通识读本：简明逻辑学","","95810572-d64b-4007-8792-0d65d2223812"
"罗素","罗素","罗素有关哲学的一些基本问题的简单论述","/Users/zxy/Calibre Library/Luo Su/Ni De Di Yi Ben Zhe Xue Shu (59)/cover.jpg","2020-11-02T13:09:32+08:00","epub, mobi, pdf, txt","","59","","","Calibre Library","2009-07-26T00:00:00+08:00","epub掌上书苑","","","1.0","240595","都市·言情","你的第一本哲学书","你的第一本哲学书","","b18b0e8c-66d2-41f4-ba13-0a8d711dc358"
"萨米尔•奥卡沙","萨米尔•奥卡沙","Humanities","/Users/zxy/Calibre Library/Sa Mi Er _Ao Qia Sha/Niu Jin Tong Shi Du Ben _Ke Xue Zhe Xue (60)/cover.jpg","2020-11-02T13:09:33+08:00","azw3, epub, mobi, pdf, zip","9787544732765","60","mobi-asin:B00I2KOC5O,isbn:9787544732765","zho","Calibre Library","2013-06-01T00:00:00+08:00","","","牛津通识读本","67.0","3589500","Humanities, 科学哲学","牛津通识读本：科学哲学","牛津通识读本：科学哲学","","47ca0e79-bd73-4835-946a-ede984671c8a"
"Singer, Peter","Peter Singer","","/Users/zxy/Calibre Library/Peter Singer/Hegel_ A Very Short Introduction (Very Short Introductions) (61)/cover.jpg","2020-11-02T13:09:35+08:00","epub","","61","mobi-asin:B005EEHMP8","eng","Calibre Library","2001-08-23T00:00:00+08:00","Oxford University Press","","","1.0","862306","","Hegel: A Very Short Introduction (Very Short Introductions)","Hegel: A Very Short Introduction (Very Short Introductions)","","375d39d4-6050-4a1e-a37e-87b195c103a3"
"[英]休谟","[英]休谟","","/Users/zxy/Calibre Library/[Ying ]Xiu Mo/Ren Lei Li Jie Yan Jiu (62)/cover.jpg","2020-11-02T13:09:35+08:00","epub, mobi, pdf","","62","mobi-asin:B004VS9AUS","zho","Calibre Library","2011-06-05T00:00:00+08:00","epub掌上书苑","","","1.0","12893599","Nonfiction","人类理解研究","人类理解研究","","ec94c929-c203-4829-bba3-a0dc1c467c00"
"Mumford, Stephen","Mumford, Stephen","","/Users/zxy/Calibre Library/Mumford, Stephen/Metaphysics_ A Very Short Introduction (Very Short Introductions) (64)/cover.jpg","2020-11-02T13:09:36+08:00","chm, epub, pdf, txt","0631197702","64","mobi-asin:B008JBX0O0,isbn:0631197702","eng","Calibre Library","2012-08-30T06:00:00+08:00","Oxford University Press","","","1.0","12981788","Wiley-Blackwell","Metaphysics: A Very Short Introduction (Very Short Introductions)","Metaphysics: A Very Short Introduction (Very Short Introductions)","","92babca0-b32d-4ce1-b5bb-1371884afbb1"
"Xenophon","Xenophon","","/Users/zxy/Calibre Library/Xenophon/The Memorabilia (65)/cover.jpg","2020-11-02T13:09:39+08:00","chm, epub, pdf","","65","uri:http://www.gutenberg.org/ebooks/1177","eng","Calibre Library","1998-01-01T00:00:00+08:00","","","","1.0","7290777","Classical literature, Socrates -- Trials, litigation, etc. -- Early works to 1800, Philosophers, Ancient -- Biography -- Early works to 1800","The Memorabilia","Memorabilia, The","","00bf84eb-1d05-429c-b5f3-a00b5946b730"
"未知","A.C.格雷林","","/Users/zxy/Calibre Library/A.C.Ge Lei Lin/Niu Jin Tong Shi Du Ben _Wei Te Gen Si Tan (66)/cover.jpg","2020-11-02T13:09:41+08:00","azw3, epub, pdf","9787544732796","66","mobi-asin:B00I2KODB2,isbn:9787544732796","zho","Calibre Library","2013-06-01T00:00:00+08:00","","","牛津通识读本","46.0","3593361","","牛津通识读本：维特根斯坦","牛津通识读本：维特根斯坦","","5411903c-0852-4242-9d2b-9e5ac1551cb5"
"Dunn, John","John Dunn","A Very Short Introduction
","/Users/zxy/Calibre Library/John Dunn/Locke _ A Very Short Introduction (67)/cover.jpg","2020-11-02T13:09:44+08:00","epub","","67","","eng","Calibre Library","2003-04-08T06:00:00+08:00","OUP Oxford","","","1.0","626663","","Locke : A Very Short Introduction","Locke : A Very Short Introduction","","797eeead-d063-41fa-8969-e8f5817cca97"
"未知","索雷尔","","/Users/zxy/Calibre Library/Suo Lei Er/Niu Jin Tong Shi Du Ben _Di Qia Er (68)/cover.jpg","2020-11-02T13:09:46+08:00","azw3, epub, pdf","9787544732703","68","mobi-asin:d4a67d30-0aba-4361-8317-68f072a15bbc,isbn:9787544732703","zho","Calibre Library","2013-10-01T00:00:00+08:00","","","牛津通识读本","30.0","2093506","","牛津通识读本：笛卡尔","牛津通识读本：笛卡尔","","30afd0ec-c176-44f8-8a72-3a2d9317dffc"
"[英]卡尔.波普尔","[英]卡尔.波普尔","","/Users/zxy/Calibre Library/[Ying ]Qia Er .Bo Pu Er/Wu Jin De Tan Suo --Qia Er _Bo Pu Er Zi Chuan (69)/cover.jpg","2020-11-02T13:09:47+08:00","epub, txt","","69","","zho","Calibre Library","2011-05-27T00:00:00+08:00","epub掌上书苑","","","1.0","429159","","无尽的探索—卡尔·波普尔自传","无尽的探索—卡尔·波普尔自传","","18dbe08c-09d6-432b-88dd-553ee7b3b35e"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Plato - A Very Short Introduction (70)/cover.jpg","2020-11-02T13:09:49+08:00","pdf","","70","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","2438274","","Plato - A Very Short Introduction","Plato - A Very Short Introduction","","17fc12d5-996b-47ce-9774-30c7fb2cf8b1"
"未知","罗杰•斯克鲁顿","","/Users/zxy/Calibre Library/Luo Jie _Si Ke Lu Dun/Niu Jin Tong Shi Du Ben _Kang De (71)/cover.jpg","2020-11-02T13:09:49+08:00","azw3, epub, pdf","9787544729703","71","isbn:9787544729703,mobi-asin:B00I2KOEZC","zho","Calibre Library","2013-05-01T00:00:00+08:00","","","牛津通识读本","50.0","12035977","","牛津通识读本：康德","牛津通识读本：康德","","4b8f64bd-653c-4ae1-9468-875b047c9f8e"
"未知","贾纳韦","","/Users/zxy/Calibre Library/Jia Na Wei/Niu Jin Tong Shi Du Ben _Shu Ben Hua (72)/cover.jpg","2020-11-02T13:09:51+08:00","azw3, epub, pdf","9787544732710","72","mobi-asin:f2981d9c-fcae-484c-aa3a-cc7b2f36b477,isbn:9787544732710","zho","Calibre Library","2013-10-01T00:00:00+08:00","","","牛津通识读本","62.0","4655140","","牛津通识读本：叔本华","牛津通识读本：叔本华","","2ff1ec22-38ff-44aa-aed1-11b94105691a"
"未知","迈克尔•坦纳","","/Users/zxy/Calibre Library/Mai Ke Er _Tan Na/Niu Jin Tong Shi Du Ben _Ni Cai (74)/cover.jpg","2020-11-02T13:09:52+08:00","azw3, epub, pdf","9787544729697","74","mobi-asin:B00I2KOC6I,isbn:9787544729697","zho","Calibre Library","2013-05-01T00:00:00+08:00","","","牛津通识读本","34.0","47622086","","牛津通识读本：尼采","牛津通识读本：尼采","","ff16be9a-d7a9-434d-b7c9-9bdbcb954b3a"
"Administrator","Administrator","","/Users/zxy/Calibre Library/Administrator/Crack by RAOGY_ (75)/cover.jpg","2020-11-02T13:09:53+08:00","pdf","","75","","","Calibre Library","2006-07-08T20:54:45+08:00","","","","1.0","27811168","","Crack by RAOGY.","Crack by RAOGY.","","4cac64cf-427f-4956-8bae-f33d0f8d1521"
"Schopenhauer, Arthur","Arthur Schopenhauer","<p>Volume 2 of the definitive English translation of one of the most important philosophical works of the 19th century, the basic statement in one important stream of post-Kantian thought. Corrects nearly 1,000 errors and omissions in the older Haldane-Kemp translation. For the first time, this edition translates and locates all quotes and provides full index.","/Users/zxy/Calibre Library/Arthur Schopenhauer/The World as Will and Representation, Vol. 2 (76)/cover.jpg","2020-11-02T13:09:53+08:00","epub, pdf","9780486130934","76","isbn:9780486130934","eng","Calibre Library","2012-10-08T00:00:00+08:00","Dover Publications","","","1.0","4333115","","The World as Will and Representation, Vol. 2","World as Will and Representation, Vol. 2, The","","3fe64faf-2b0f-4edd-8c4c-0cbf2edf513b"
"尼采","尼采","","/Users/zxy/Calibre Library/Ni Cai/Dao De De Pu Xi (77)/cover.jpg","2020-11-02T13:09:54+08:00","chm, epub, mobi, pdf, txt","0192804421","77","isbn:0192804421","zho","Calibre Library","2015-04-01T00:00:00+08:00","华东师范大学出版社","","","1.0","2582395","","道德的谱系","道德的谱系","","e8259c57-a1f0-4b98-972f-b36598d80fb5"
"鲁思·本尼迪克特","鲁思·本尼迪克特","","/Users/zxy/Calibre Library/Lu Si _Ben Ni Di Ke Te/Ju Yu Dao (Zeng Ding Ban ) (Yi Yi Shi Jie Xue Zhu Ming Zhu Cong Shu ) (78)/cover.jpg","2020-11-02T13:09:55+08:00","epub, pdf","","78","mobi-asin:B009TQAU56","zho","Calibre Library","2012-01-01T00:00:00+08:00","商务印书馆","","","1.0","1951211","","菊与刀(增订版) (汉译世界学术名著丛书)","菊与刀(增订版) (汉译世界学术名著丛书)","","161d911c-a9dc-4e1f-ba1b-979a14a641b9"
